lyrics,artist
"MUSIC CUE: ""SANDCASTLES""PART 9: ResurrectionEXT. NEIGHBOR",beyonce
Title is displayed in front of a young Black female weari,beyonce
FEMALE VOICE (V.O.): Something is missing. I've never see,beyonce
Cut to a young Black woman operating an antique camera.,beyonce
FEMALE VOICE (V.O.): So many young women...They take our,beyonce
Cut to a shot an abundance of Black women posing for the,beyonce
"FEMALE VOICE (V.O.): Say, ""All them men make them feel be",beyonce
OTHER FEMALE VOICE (V.O.): What?,beyonce
Cut to a right-panning closeup shot of the women,beyonce
FEMALE VOICE (V.O.): So how are we supposed to lead our c,beyonce
Cut to an upward angle shot of three Black women of varyi,beyonce
FEMALE VOICE (V.O.): How do we lead them?,beyonce
"OTHER FEMALE VOICE (V.O.): Love. L-O-V-E, love.",beyonce
"FEMALE VOICE (V.O.): Mmm, mmmm, mmm. Hallelujah. Thank yo",beyonce
Cut to a grainy video recording of two Black women in mod,beyonce
"FEMALE VOICE (V.O.): I love the Lord, that's all I got.",beyonce
Cut to a closeup of the waving woman. Cars pass by on the,beyonce
FEMALE VOICE (V.O.): When your back is against the wall a,beyonce
Cut to a closeup of the waving woman’s hair. She turns si,beyonce
FEMALE VOICE (V.O.): Who you call? Who you call? You gott,beyonce
Cut to a panning shot of photographs strewn across the gr,beyonce
FEMALE VOICE (V.O.): You gotta call Jesus. You gotta call,beyonce
Cut to an obscure view of BEYONCÉ in a dirty mirror. She,beyonce
BEYONCÉ (V.O.): You are terrifying...and strange...,beyonce
Pan to BEYONCÉ from the side. She is looking at a picture,beyonce
BEYONCÉ (V.O.): ...and beautiful.,beyonce
"MUSIC CUE: ""FORWARD""INT. DINING ROOM - NIGHT",beyonce
The dining room table is set and lit with candles. A youn,beyonce
BEYONCÉ (V.O.): Magic.,beyonce
Cut to a zooming shot of Black baby lying on a bed. Music,beyonce
PART 10: HopeINT. KITCHEN - DAY,beyonce
A group of Black women are preparing many different kinds,beyonce
BEYONCÉ (V.O.): The nail technician pushes my cuticles ba,beyonce
Cut to an alternate view of the kitchen. Two of the women,beyonce
"BEYONCÉ (V.O.): ...turns my hand over, stretches the skin",beyonce
Cut to a group of Black women on a stage in white dresses,beyonce
"BEYONCÉ (V.O.): ""I see your daughters, and their daughter",beyonce
Cut to black. The camera slowly pans through a hole in a,beyonce
BEYONCÉ (V.O.): That night in a dream the first girl emer,beyonce
Cut to a bald Black figure standing bare-chested in the c,beyonce
BEYONCÉ (V.O.):The scar heals into a smile. The man I lov,beyonce
Cut to a stormy sky over an open field,beyonce
BEYONCÉ (V.O.): We leave black sutures curling on the sid,beyonce
Cut to BEYONCÉ sitting in a chair. Immediate cut to a sho,beyonce
BEYONCÉ (V.O.):I wake as the second girl crawls headfirst,beyonce
"Cut to the gold-shouldered figure, sitting in a chair. Th",beyonce
BEYONCÉ (V.O.): A flower blossoming out of the hole in my,beyonce
Cut to an above shot of a group of people sitting on benc,beyonce
"MUSIC CUE: ""FREEDOM""PART 11: RedemptionINT. HOUSE - DAY",beyonce
Title sits over a closeup of a screen door. Three young B,beyonce
"BEYONCÉ (V.O.): Take one pint of water, add a half pound",beyonce
Cut to a closeup of a hanging sheet. Two Black women pull,beyonce
BEYONCÉ (V.O.): ...the zest of half lemon.,beyonce
Cut to a rear view of five Black women walking through a,beyonce
"BEYONCÉ (V.O.): Pour the water from one jug, then into th",beyonce
Cut to a dinner table set with food. Each chair is filled,beyonce
BEYONCÉ (V.O.): Strain through a clean napkin.,beyonce
Cut to a view of a BEYONCÉ’s  feet through the legs of a,beyonce
"BEYONCÉ (V.O.): Grandmother, the alchemist.",beyonce
Cut to a rear view of the BEYONCÉ’s head,beyonce
BEYONCÉ (V.O.): You spun gold out of this hard life.,beyonce
"Cut to another woman, standing by the corner of a house.",beyonce
BEYONCÉ (V.O.): Conjured beauty from  the things left beh,beyonce
Cut to a front view of BEYONCÉ sitting in the rocking cha,beyonce
BEYONCÉ (V.O.): Found healing where it did not live.,beyonce
Cut to BEYONCÉ in a room with her hair styled differently,beyonce
BEYONCÉ (V.O.): Discovered the antidote in your own kitch,beyonce
"Cut to a room full of women sitting together, talking. Pa",beyonce
BEYONCÉ (V.O.): Broke the curse with your own two hands.,beyonce
Cut back to BEYONCÉ in the rocking chair.,beyonce
BEYONCÉ (V.O.): You passed these instructions down to you,beyonce
Cut back to the three girls from the beginning of the sce,beyonce
BEYONCÉ (V.O.): Who then passed it down to her daughter.,beyonce
Applause can be heard. Cut to a words illuminated on a wo,beyonce
"GRANDMOTHER (HATTIE): I've had my ups and downs, but I al",beyonce
"Cut to two children at the party, a boy and a girl, then",beyonce
"GRANDMOTHER (HATTIE): I was served lemons, but I made lem",beyonce
The crowd laughs and applauds. Cut to an upward view of t,beyonce
"BEYONCÉ (V.O.): My grandma said, nothing real can be thre",beyonce
"Pan down to the ocean, revealing the trees are growing di",beyonce
BEYONCÉ (V.O.): True love brought salvation back into me.,beyonce
"Cut back to BEYONCÉ, her back now against the tree.",beyonce
BEYONCÉ (V.O.): With every tear came redemption.,beyonce
Cut to BEYONCÉ and the woman tugging on either end of a r,beyonce
BEYONCÉ (V.O.): And my torturer became my remedy.,beyonce
Cut to an extreme closeup of BEYONCÉ. She is staring thro,beyonce
BEYONCÉ (singing V.O.): (I love...),beyonce
"Cut to two woman in a garden. One is in the background, k",beyonce
"BEYONCÉ (V.O.): So we're gonna heal, we're gonna start ag",beyonce
"Cut to a rear view of three women. Two are sitting, weari",beyonce
"BEYONCÉ (V.O.): Synchronized swimmers, you are the magici",beyonce
"Cut to a closeup of a man and a woman, standing side by s",beyonce
BEYONCÉ (V.O.): Make the woman in doubt disappear.,beyonce
"Cut to BEYONCÉ and six other women, sitting on a porch st",beyonce
BEYONCÉ (V.O.): Pull the sorrow from between my legs like,beyonce
Cut to a wide view of a sparse forest through which the s,beyonce
BEYONCÉ (V.O.): The audience applauds...,beyonce
Cut to black.,beyonce
BEYONCÉ (V.O.): ...but we can't hear them.,beyonce
"MUSIC CUE: ""ALL NIGHT""Credits roll.",beyonce
"MUSIC CUE: ""FORMATION""",beyonce
<|endoftext|>,beyonce
"Hehehe! Yeah, B!",beyonce
"Talk yo' shit! Hehe (Partner, let me upgrade you)",beyonce
How you gon' upgrade me?,beyonce
What's higher than number one?,beyonce
You know I used to beat that block,beyonce
"Now I be's the block (Partner, let me upgrade you)",beyonce
"I hear you be the block, but I'm the lights that keep the",beyonce
Notice you the type that like to keep them on a leash tho,beyonce
"I'm known to walk alone, but I'm alone for a reason",beyonce
"Sending me a drink ain't appeasing, believe me",beyonce
"Come harder, this won't be easy",beyonce
"Don't doubt yourself, trust me, you need me",beyonce
This ain't a shoulder with a chip or a ego,beyonce
But what you think they all mad at me for?,beyonce
You need a real woman in your life (That's a good look),beyonce
Taking care of home and still fly (That's a good look),beyonce
And I'mma help you build up your account,beyonce
"(That's a good look, better yet, a hood look, ladies that",beyonce
Believe me,beyonce
When you're in them big meetings for the mills (That's a,beyonce
It take me just to compliment the deals (That's a good lo,beyonce
"And anything you cop, I'll split the bill",beyonce
"(That's a good look, better yet, a hood look, ladies that",beyonce
Believe me,beyonce
"Partner, let me upgrade you, Audemars Piguet you",beyonce
Switch your neck ties to purple labels,beyonce
"Upgrade you (I can) up, (Can I?) up, (Let me) upgrade you",beyonce
"(Partner, let me upgrade you)",beyonce
"Partner, let me upgrade you, flip a new page",beyonce
Introduce you to some new things and,beyonce
"Upgrade you (I can) up, (Can I?) up, (Let me) upgrade you",beyonce
"(Partner, let me upgrade you)",beyonce
"I can do for you, what Martin did for the people",beyonce
"Ran by the men, but the women keep the tempo",beyonce
It's very seldom that you're blessed to find your equals,beyonce
"Still play my part and let you take the lead role, believ",beyonce
"I'll follow, this could be easy",beyonce
"I'll be the help, whenever you need me (You need me)",beyonce
"I see your hustle with my hustle, I can keep you",beyonce
"Focused on your focus, I can feed you",beyonce
You need a real woman in your life (That's a good look),beyonce
Taking care of home and still fly (That's a good look),beyonce
I can help you build up your account,beyonce
"(That's a good look, better yet, a hood look, ladies, tha",beyonce
Believe me,beyonce
When you're in them big meetings for the mills (That's a,beyonce
It take me just to compliment the deals (That's a good lo,beyonce
"Anything you cop, I'll split the bill",beyonce
"(That's a good look, better yet, a hood look, ladies, tha",beyonce
"Heu, believe me, I can upgrade you",beyonce
"Partner, let me upgrade you, Audemars Piguet you (Audemar",beyonce
Switch your neck ties to purple labels (Have you rock in,beyonce
"Upgrade you (I can) up, (Can I?) up, (Let me) upgrade you",beyonce
"(Partner, let me upgrade you)",beyonce
"Partner, let me upgrade you, flip a new page",beyonce
Introduce you to some new things and,beyonce
(Uh!) upgrade (HOV!) you,beyonce
"(I can) up, (Uh huh!), (Can I?) up, (Let me) (HOV!) upgra",beyonce
"(Partner, let me upgrade you)  (Uh huh!)",beyonce
I be the d-boy who infiltrated all the corporate dudes,beyonce
"They call shots, I call audibles",beyonce
"Jacob the jeweler, baubles, Lorraine Schwartz oughta do",beyonce
"It's big balling, baby, when I'm courting you",beyonce
I'm talking spy bags and fly pads,beyonce
"And rooms at the Bloomberg, and rumors",beyonce
You on the verge of a new merge,beyonce
'Cause that rock on ya finger's like a tumor,beyonce
You can't fit ya hand in ya new purse,beyonce
"It's humorous to me, they watching and we just yachting",beyonce
Island-hopping off the Amalfi coast,beyonce
"Mafioso, Hov, baby, you ever seen Saturn?",beyonce
"No, not the car, but everywhere we are",beyonce
"You're sure to see stars, this is high level",beyonce
"Not eye-level, my bezel courtesy of Audemars",beyonce
"I order yours tomorrow, now look at the time I saved you",beyonce
"Mama, let me upgrade you (Hehe)",beyonce
Just when you think we had it all,beyonce
"Big ends, condos, collecting cars",beyonce
Picture your life elevating with me,beyonce
Now you my project celebrity,beyonce
I keep ya name hot in them streets,beyonce
That little glimpse of light,beyonce
Makes that diamond really shine,beyonce
"And you already is a star, but unless you're flawless",beyonce
"Then ya dynasty ain't complete without a chief, like me",beyonce
"Partner, let me upgrade you, Audemars Piguet you",beyonce
Switch your neck ties to purple labels,beyonce
"Upgrade you (I can) up, (Can I?) up, (Let me) upgrade you",beyonce
"(Partner, let me upgrade you)",beyonce
"Partner, let me upgrade you, flip a new page",beyonce
"Introduce you to some new things, and",beyonce
"Upgrade you (I can) up, (Can I?) up, (Let me) upgrade you",beyonce
"(Partner, let me upgrade you)",beyonce
"Audemars Piguet watch, dimples in ya necktie",beyonce
"Hermes briefcase, Cartier tie clips",beyonce
"Silk-lined blazers, diamond creamed facials",beyonce
"VVS cuff links, six-star pent suites",beyonce
"Partna, let me, upgrade ya, grade ya",beyonce
"Partna, partna, let me, upgrade ya, grade ya",beyonce
"Let me, let me, let me, upgrade ya, grade ya",beyonce
"Partna, partna, partna, let me upgrade ya (Huh!)",beyonce
<|endoftext|>,beyonce
When the palm of my two hands hold each other,beyonce
That feels different,beyonce
From when your hands are in mine,beyonce
That's just the way it is,beyonce
And when my voice is screaming out to my own ears,beyonce
That feels different from when I hear yours,beyonce
Now that's just the way it is,beyonce
And when I'm standing in this mirror after all these year,beyonce
What I'm viewing is a little different,beyonce
From what your eyes show you,beyonce
I guess I didn't see myself before you,beyonce
Moving forward,beyonce
(Superpower),beyonce
A subtle power,beyonce
(Superpower),beyonce
A tough love,beyonce
(Superpower),beyonce
Like a shark,beyonce
(Superpower),beyonce
"Ooh, like a bear",beyonce
A tough love,beyonce
And I thought the world would move on,beyonce
I thought the world would revolve,beyonce
"Without us, without us, without us, without us",beyonce
But nothing I know could slow us down,beyonce
Couldn't slow us down,beyonce
I thought I could live without you,beyonce
'Cause nothing I know can break us down,beyonce
They can't break us down,beyonce
And just like you I can be scared,beyonce
Just like you I hope I'm spared,beyonce
But it's tough love,beyonce
I know you feel it in the air,beyonce
Even the babies know it's there: tough love (Superpower),beyonce
The laws of the world tell us what goes sky,beyonce
"And what falls, it's a superpower (Superpower)",beyonce
The laws of the world never stopped us once,beyonce
'Cause together we got plenty superpower,beyonce
(Superpower),beyonce
A subtle power,beyonce
(Superpower),beyonce
A tough love,beyonce
(Superpower),beyonce
"Oh, like a shark",beyonce
(Superpower),beyonce
"Ooh, too much to bear",beyonce
(Superpower),beyonce
And I thought the world would move on,beyonce
I thought the world would revolve,beyonce
"Without us, without us, without us, without us",beyonce
But nothing I know could slow us down,beyonce
Couldn't slow us down,beyonce
I thought I could live without you,beyonce
But together we got plenty power,beyonce
Nothing I know can break us down,beyonce
They can't break us down,beyonce
"Yes, we can",beyonce
Couldn't break us down,beyonce
They couldn't break us down,beyonce
"Yes, we can",beyonce
Couldn't break us down,beyonce
They couldn't break us down,beyonce
"Yes, we can",beyonce
Couldn't break us down,beyonce
They couldn't break us down,beyonce
"Yes, we can",beyonce
Couldn't break us down,beyonce
They couldn't break us down,beyonce
<|endoftext|>,beyonce
Baby put your arms around me,beyonce
Tell me I'm a problem,beyonce
Know I'm not the girl you thought you knew and that you w,beyonce
Underneath the pretty face is something complicated,beyonce
I come with a side of trouble,beyonce
But I know that's why you're staying,beyonce
"Because you're no angel either, baby",beyonce
"'Cause you're no angel either, baby",beyonce
"'Cause you're no angel either, baby",beyonce
"'Cause you're no angel either, baby",beyonce
"No I'm not an angel either, but at least I'm trying",beyonce
"I know I drive you crazy, but would you rather that I be",beyonce
Who doesn't notice when you late or when you're lying,beyonce
I love you even more than who I thought you were before,beyonce
"Because you're no angel either, baby",beyonce
"'Cause you're no angel either, baby",beyonce
"'Cause you're no angel either, baby",beyonce
"'Cause you're no angel either, baby",beyonce
"Tell me, do you wanna ride?",beyonce
"Tell me, do you wanna ride?",beyonce
"Ride around, ride around",beyonce
Ride around,beyonce
Will you ride around with that H-town?,beyonce
"If there's candles near your bed, no need for a spell",beyonce
"Stop acting so scared, just do what I tell",beyonce
"First, both of my legs go back on your head",beyonce
And whatever you want,beyonce
"Yeah, baby, I'll bet it comes true",beyonce
Baby put your arms around me,beyonce
Tell me I'm a problem,beyonce
